Date,Country/Region,Confirmed,Deaths,Recovered,Active,WHO Region
2020-01-29,China,6087,133,119,5835,Western Pacific
2020-01-29,France,5,0,0,5,Europe
2020-01-29,India,0,0,0,0,South-East Asia
2020-01-29,Italy,0,0,0,0,Europe
2020-01-29,New Zealand,0,0,0,0,Western Pacific
2020-01-29,Russia,0,0,0,0,Europe
2020-01-29,US,5,0,0,5,Americas
2020-01-29,United Kingdom,0,0,0,0,Europe
2020-01-30,Australia,9,0,2,7,Western Pacific
2020-01-30,Canada,2,0,0,2,Americas
2020-01-30,China,8141,171,133,7837,Western Pacific
2020-01-30,France,5,0,0,5,Europe
2020-01-30,India,1,0,0,1,South-East Asia
2020-01-30,Italy,0,0,0,0,Europe
2020-01-30,New Zealand,0,0,0,0,Western Pacific
2020-01-30,Russia,0,0,0,0,Europe
2020-01-30,US,5,0,0,5,Americas
2020-01-30,United Kingdom,0,0,0,0,Europe
2020-01-31,Australia,9,0,2,7,Western Pacific
2020-01-31,Canada,4,0,0,4,Americas
2020-01-31,China,9802,213,211,9378,Western Pacific
2020-01-31,France,5,0,0,5,Europe
2020-01-31,India,1,0,0,1,South-East Asia
2020-01-31,Italy,2,0,0,2,Europe
2020-01-31,New Zealand,0,0,0,0,Western Pacific
2020-01-31,Russia,2,0,0,2,Europe
2020-01-31,US,7,0,0,7,Americas
2020-01-31,United Kingdom,2,0,0,2,Europe
2020-02-01,Australia,12,0,2,10,Western Pacific
2020-02-01,Canada,4,0,0,4,Americas
2020-02-01,China,11891,259,272,11360,Western Pacific
2020-02-01,France,6,0,0,6,Europe
2020-02-01,India,1,0,0,1,South-East Asia
2020-02-01,Italy,2,0,0,2,Europe
2020-02-01,New Zealand,0,0,0,0,Western Pacific
2020-02-01,Russia,2,0,0,2,Europe
2020-02-01,US,8,0,0,8,Americas
2020-02-01,United Kingdom,2,0,0,2,Europe
2020-02-02,Australia,12,0,2,10,Western Pacific
2020-02-02,Canada,4,0,0,4,Americas
2020-02-02,China,16630,361,450,15819,Western Pacific
2020-02-02,France,6,0,0,6,Europe
2020-02-02,India,2,0,0,2,South-East Asia
2020-02-02,Italy,2,0,0,2,Europe
2020-02-02,New Zealand,0,0,0,0,Western Pacific
2020-02-02,Russia,2,0,0,2,Europe
2020-02-02,US,8,0,0,8,Americas
2020-02-02,United Kingdom,2,0,0,2,Europe
2020-02-03,Australia,12,0,2,10,Western Pacific
2020-02-03,Canada,4,0,0,4,Americas
2020-02-03,China,19716,425,595,18696,Western Pacific
2020-02-03,France,6,0,0,6,Europe
2020-02-03,India,3,0,0,3,South-East Asia
2020-02-03,Italy,2,0,0,2,Europe
2020-02-03,New Zealand,0,0,0,0,Western Pacific
2020-02-03,Russia,2,0,0,2,Europe
2020-02-03,US,11,0,0,11,Americas
2020-02-03,United Kingdom,8,0,0,8,Europe
2020-02-04,Australia,13,0,2,11,Western Pacific
2020-02-04,Canada,4,0,0,4,Americas
2020-02-04,China,23707,491,812,22404,Western Pacific
2020-02-04,France,6,0,0,6,Europe
2020-02-04,India,3,0,0,3,South-East Asia
2020-02-04,Italy,2,0,0,2,Europe
2020-02-04,New Zealand,0,0,0,0,Western Pacific
2020-02-04,Russia,2,0,0,2,Europe
2020-02-04,US,11,0,0,11,Americas
2020-02-04,United Kingdom,8,0,0,8,Europe
2020-02-05,Australia,13,0,2,11,Western Pacific
2020-02-05,Canada,5,0,0,5,Americas
2020-02-05,China,27440,563,1062,25815,Western Pacific
2020-02-05,France,6,0,0,6,Europe
2020-02-05,India,3,0,0,3,South-East Asia
2020-02-05,Italy,2,0,0,2,Europe
2020-02-05,New Zealand,0,0,0,0,Western Pacific
2020-02-05,Russia,2,0,0,2,Europe
2020-02-05,US,11,0,0,11,Americas
2020-02-05,United Kingdom,9,0,0,9,Europe
2020-02-06,Australia,14,0,2,12,Western Pacific
2020-02-06,Canada,5,0,0,5,Americas
2020-02-06,China,30587,633,1408,28546,Western Pacific
2020-02-06,France,6,0,0,6,Europe
2020-02-06,India,3,0,0,3,South-East Asia
2020-02-06,Italy,2,0,0,2,Europe
2020-02-06,New Zealand,0,0,0,0,Western Pacific
2020-02-06,Russia,2,0,0,2,Europe
2020-02-06,US,11,0,0,11,Americas
2020-02-06,United Kingdom,9,0,0,9,Europe
2020-02-07,Australia,15,0,2,13,Western Pacific
2020-02-07,Canada,7,0,0,7,Americas
2020-02-07,China,34110,718,1891,31501,Western Pacific
2020-02-07,France,6,0,0,6,Europe
2020-02-07,India,3,0,0,3,South-East Asia
2020-02-07,Italy,3,0,0,3,Europe
2020-02-07,New Zealand,0,0,0,0,Western Pacific
2020-02-07,Russia,2,0,0,2,Europe
2020-02-07,US,11,0,0,11,Americas
2020-02-07,United Kingdom,9,0,0,9,Europe
2020-02-08,Australia,15,0,2,13,Western Pacific
2020-02-08,Canada,7,0,0,7,Americas
2020-02-08,China,36814,805,2450,33559,Western Pacific
2020-02-08,France,11,0,0,11,Europe
2020-02-08,India,3,0,0,3,South-East Asia
2020-02-08,Italy,3,0,0,3,Europe
2020-02-08,New Zealand,0,0,0,0,Western Pacific
2020-02-08,Russia,2,0,0,2,Europe
2020-02-08,US,11,0,0,11,Americas
2020-02-08,United Kingdom,13,0,0,13,Europe
2020-02-09,Australia,15,0,2,13,Western Pacific
2020-02-09,Canada,7,0,0,7,Americas
2020-02-09,China,39829,905,3032,35892,Western Pacific
2020-02-09,France,11,0,0,11,Europe
2020-02-09,India,3,0,0,3,South-East Asia
2020-02-09,Italy,3,0,0,3,Europe
2020-02-09,New Zealand,0,0,0,0,Western Pacific
2020-02-09,Russia,2,0,0,2,Europe
2020-02-09,US,11,0,3,8,Americas
2020-02-09,United Kingdom,14,0,0,14,Europe
2020-02-10,Australia,15,0,2,13,Western Pacific
2020-02-10,Canada,7,0,0,7,Americas
2020-02-10,China,42354,1012,3686,37656,Western Pacific
2020-02-10,France,11,0,0,11,Europe
2020-02-10,India,3,0,0,3,South-East Asia
2020-02-10,Italy,3,0,0,3,Europe
2020-02-10,New Zealand,0,0,0,0,Western Pacific
2020-02-10,Russia,2,0,0,2,Europe
2020-02-10,US,11,0,3,8,Americas
2020-02-10,United Kingdom,14,0,0,14,Europe
2020-02-11,Australia,15,0,2,13,Western Pacific
2020-02-11,Canada,7,0,0,7,Americas
2020-02-11,China,44386,1112,4370,38904,Western Pacific
2020-02-11,France,11,0,0,11,Europe
2020-02-11,India,3,0,0,3,South-East Asia
2020-02-11,Italy,3,0,0,3,Europe
2020-02-11,New Zealand,0,0,0,0,Western Pacific
2020-02-11,Russia,2,0,0,2,Europe
2020-02-11,US,12,0,3,9,Americas
2020-02-11,United Kingdom,15,0,0,15,Europe
2020-02-12,Australia,15,0,2,13,Western Pacific
2020-02-12,Canada,7,0,0,7,Americas
2020-02-12,China,46267,1117,4782,40368,Western Pacific
2020-02-12,France,11,0,2,9,Europe
2020-02-12,India,3,0,0,3,South-East Asia
2020-02-12,Italy,3,0,0,3,Europe
2020-02-12,New Zealand,0,0,0,0,Western Pacific
2020-02-12,Russia,2,0,2,0,Europe
2020-02-12,US,12,0,3,9,Americas
2020-02-12,United Kingdom,16,0,1,15,Europe
2020-02-13,Australia,15,0,8,7,Western Pacific
2020-02-13,Canada,7,0,0,7,Americas
2020-02-13,China,59895,1369,5853,52673,Western Pacific
2020-02-13,France,11,0,2,9,Europe
2020-02-13,India,3,0,0,3,South-East Asia
2020-02-13,Italy,3,0,0,3,Europe
2020-02-13,New Zealand,0,0,0,0,Western Pacific
2020-02-13,Russia,2,0,2,0,Europe
2020-02-13,US,13,0,3,10,Americas
2020-02-13,United Kingdom,17,0,1,16,Europe
2020-02-14,Australia,15,0,8,7,Western Pacific
2020-02-14,Canada,7,0,0,7,Americas
2020-02-14,China,66358,1521,7533,57304,Western Pacific
2020-02-14,France,11,0,2,9,Europe
2020-02-14,India,3,0,0,3,South-East Asia
2020-02-14,Italy,3,0,0,3,Europe
2020-02-14,New Zealand,0,0,0,0,Western Pacific
2020-02-14,Russia,2,0,2,0,Europe
2020-02-14,US,13,0,3,10,Americas
2020-02-14,United Kingdom,18,0,1,17,Europe
2020-02-15,Australia,15,0,8,7,Western Pacific
2020-02-15,Canada,7,0,0,7,Americas
2020-02-15,China,68413,1663,8806,57944,Western Pacific
2020-02-15,France,12,1,4,7,Europe
2020-02-15,India,3,0,0,3,South-East Asia
2020-02-15,Italy,3,0,0,3,Europe
2020-02-15,New Zealand,0,0,0,0,Western Pacific
2020-02-15,Russia,2,0,2,0,Europe
2020-02-15,US,13,0,3,10,Americas
2020-02-15,United Kingdom,18,0,1,17,Europe
2020-02-16,Australia,15,0,8,7,Western Pacific
2020-02-16,Canada,7,0,0,7,Americas
2020-02-16,China,70513,1766,10210,58537,Western Pacific
2020-02-16,France,12,1,4,7,Europe
2020-02-16,India,3,0,3,0,South-East Asia
2020-02-16,Italy,3,0,0,3,Europe
2020-02-16,New Zealand,0,0,0,0,Western Pacific
2020-02-16,Russia,2,0,2,0,Europe
2020-02-16,US,13,0,3,10,Americas
2020-02-16,United Kingdom,18,0,8,10,Europe
2020-02-17,Australia,15,0,10,5,Western Pacific
2020-02-17,Canada,8,0,0,8,Americas
2020-02-17,China,72434,1864,11831,58739,Western Pacific
2020-02-17,France,12,1,4,7,Europe
2020-02-17,India,3,0,3,0,South-East Asia
2020-02-17,Italy,3,0,0,3,Europe
2020-02-17,New Zealand,0,0,0,0,Western Pacific
2020-02-17,Russia,2,0,2,0,Europe
2020-02-17,US,13,0,3,10,Americas
2020-02-17,United Kingdom,19,0,8,11,Europe
2020-02-18,Australia,15,0,10,5,Western Pacific
2020-02-18,Canada,8,0,0,8,Americas
2020-02-18,China,74211,2003,13548,58660,Western Pacific
2020-02-18,France,12,1,4,7,Europe
2020-02-18,India,3,0,3,0,South-East Asia
2020-02-18,Italy,3,0,0,3,Europe
2020-02-18,New Zealand,0,0,0,0,Western Pacific
2020-02-18,Russia,2,0,2,0,Europe
2020-02-18,US,13,0,3,10,Americas
2020-02-18,United Kingdom,19,0,8,11,Europe
2020-02-19,Australia,15,0,10,5,Western Pacific
2020-02-19,Canada,8,0,0,8,Americas
2020-02-19,China,74619,2116,15237,57266,Western Pacific
2020-02-19,France,12,1,4,7,Europe
2020-02-19,India,3,0,3,0,South-East Asia
2020-02-19,Italy,3,0,0,3,Europe
2020-02-19,New Zealand,0,0,0,0,Western Pacific
2020-02-19,Russia,2,0,2,0,Europe
2020-02-19,US,13,0,3,10,Americas
2020-02-19,United Kingdom,20,0,8,12,Europe
2020-02-20,Australia,15,0,10,5,Western Pacific
2020-02-20,Canada,8,0,0,8,Americas
2020-02-20,China,75077,2238,17208,55631,Western Pacific
2020-02-20,France,12,1,4,7,Europe
2020-02-20,India,3,0,3,0,South-East Asia
2020-02-20,Italy,3,0,0,3,Europe
2020-02-20,New Zealand,0,0,0,0,Western Pacific
2020-02-20,Russia,2,0,2,0,Europe
2020-02-20,US,13,0,3,10,Americas
2020-02-20,United Kingdom,22,0,8,14,Europe
2020-02-21,Australia,15,0,11,4,Western Pacific
2020-02-21,Canada,9,0,0,9,Americas
2020-02-21,China,75550,2238,17784,55528,Western Pacific
2020-02-21,France,12,1,4,7,Europe
2020-02-21,India,3,0,3,0,South-East Asia
2020-02-21,Italy,20,1,0,19,Europe
2020-02-21,New Zealand,0,0,0,0,Western Pacific
2020-02-21,Russia,2,0,2,0,Europe
2020-02-21,US,15,0,5,10,Americas
2020-02-21,United Kingdom,23,0,8,15,Europe
2020-02-22,Australia,15,0,11,4,Western Pacific
2020-02-22,Canada,9,0,0,9,Americas
2020-02-22,China,77001,2443,21666,52892,Western Pacific
2020-02-22,France,12,1,4,7,Europe
2020-02-22,India,3,0,3,0,South-East Asia
2020-02-22,Italy,62,2,1,59,Europe
2020-02-22,New Zealand,0,0,0,0,Western Pacific
2020-02-22,Russia,2,0,2,0,Europe
2020-02-22,US,15,0,5,10,Americas
2020-02-22,United Kingdom,23,0,8,15,Europe
2020-02-23,Australia,15,0,11,4,Western Pacific
2020-02-23,Canada,9,0,0,9,Americas
2020-02-23,China,77022,2445,22100,52477,Western Pacific
2020-02-23,France,12,1,4,7,Europe
2020-02-23,India,3,0,3,0,South-East Asia
2020-02-23,Italy,155,3,2,150,Europe
2020-02-23,New Zealand,0,0,0,0,Western Pacific
2020-02-23,Russia,2,0,2,0,Europe
2020-02-23,US,15,0,5,10,Americas
2020-02-23,United Kingdom,28,0,8,20,Europe
2020-02-24,Australia,15,0,11,4,Western Pacific
2020-02-24,Canada,10,0,0,10,Americas
2020-02-24,China,77241,2595,23838,50808,Western Pacific
2020-02-24,France,12,1,4,7,Europe
2020-02-24,India,3,0,3,0,South-East Asia
2020-02-24,Italy,229,7,1,221,Europe
2020-02-24,New Zealand,0,0,0,0,Western Pacific
2020-02-24,Russia,2,0,2,0,Europe
2020-02-24,US,15,0,5,10,Americas
2020-02-24,United Kingdom,30,0,8,22,Europe
2020-02-25,Australia,15,0,11,4,Western Pacific
2020-02-25,Canada,11,0,0,11,Americas
2020-02-25,China,77754,2665,26426,48663,Western Pacific
2020-02-25,France,14,1,11,2,Europe
2020-02-25,India,3,0,3,0,South-East Asia
2020-02-25,Italy,322,10,1,311,Europe
2020-02-25,New Zealand,0,0,0,0,Western Pacific
2020-02-25,Russia,2,0,2,0,Europe
2020-02-25,US,15,0,6,9,Americas
2020-02-25,United Kingdom,34,0,8,26,Europe
2020-02-26,Australia,15,0,11,4,Western Pacific
2020-02-26,Canada,11,0,0,11,Americas
2020-02-26,China,78166,2717,28790,46659,Western Pacific
2020-02-26,France,18,2,11,5,Europe
2020-02-26,India,3,0,3,0,South-East Asia
2020-02-26,Italy,453,12,3,438,Europe
2020-02-26,New Zealand,0,0,0,0,Western Pacific
2020-02-26,Russia,2,0,2,0,Europe
2020-02-26,US,15,0,6,9,Americas
2020-02-26,United Kingdom,37,0,8,29,Europe
2020-02-27,Australia,15,0,11,4,Western Pacific
2020-02-27,Canada,13,0,0,13,Americas
2020-02-27,China,78600,2746,31588,44266,Western Pacific
2020-02-27,France,38,2,11,25,Europe
2020-02-27,India,3,0,3,0,South-East Asia
2020-02-27,Italy,655,17,45,593,Europe
2020-02-27,New Zealand,0,0,0,0,Western Pacific
2020-02-27,Russia,2,0,2,0,Europe
2020-02-27,US,16,0,6,10,Americas
2020-02-27,United Kingdom,44,0,8,36,Europe
2020-02-28,Australia,15,0,11,4,Western Pacific
2020-02-28,Canada,14,0,0,14,Americas
2020-02-28,China,78928,2790,34940,41198,Western Pacific
2020-02-28,France,57,2,11,44,Europe
2020-02-28,India,3,0,3,0,South-East Asia
2020-02-28,Italy,888,21,46,821,Europe
2020-02-28,New Zealand,1,0,0,1,Western Pacific
2020-02-28,Russia,2,0,2,0,Europe
2020-02-28,US,16,0,7,9,Americas
2020-02-28,United Kingdom,56,0,8,48,Europe
2020-02-29,Australia,25,0,11,14,Western Pacific
2020-02-29,Canada,20,0,0,20,Americas
2020-02-29,China,79356,2837,37868,38651,Western Pacific
2020-02-29,France,100,2,12,86,Europe
2020-02-29,India,3,0,3,0,South-East Asia
2020-02-29,Italy,1128,29,46,1053,Europe
2020-02-29,New Zealand,1,0,0,1,Western Pacific
2020-02-29,Russia,2,0,2,0,Europe
2020-02-29,US,24,1,7,16,Americas
2020-02-29,United Kingdom,61,0,8,53,Europe
2020-03-01,Australia,27,1,11,15,Western Pacific
2020-03-01,Canada,24,0,0,24,Americas
2020-03-01,China,79932,2872,40670,36390,Western Pacific
2020-03-01,France,130,2,12,116,Europe
2020-03-01,India,3,0,3,0,South-East Asia
2020-03-01,Italy,1694,34,83,1577,Europe
2020-03-01,New Zealand,1,0,0,1,Western Pacific
2020-03-01,Russia,2,0,2,0,Europe
2020-03-01,US,30,1,7,22,Americas
2020-03-01,United Kingdom,94,0,8,86,Europe
2020-03-02,Australia,30,1,11,18,Western Pacific
2020-03-02,Canada,27,0,0,27,Americas
2020-03-02,China,80136,2914,43353,33869,Western Pacific
2020-03-02,France,191,3,12,176,Europe
2020-03-02,India,5,0,3,2,South-East Asia
2020-03-02,Italy,2036,52,149,1835,Europe
2020-03-02,New Zealand,1,0,0,1,Western Pacific
2020-03-02,Russia,3,0,2,1,Europe
2020-03-02,US,53,6,7,40,Americas
2020-03-02,United Kingdom,134,0,8,126,Europe
2020-03-03,Australia,39,1,11,27,Western Pacific
2020-03-03,Canada,30,0,0,30,Americas
2020-03-03,China,80261,2947,45919,31395,Western Pacific
2020-03-03,France,204,4,12,188,Europe
2020-03-03,India,5,0,3,2,South-East Asia
2020-03-03,Italy,2502,79,160,2263,Europe
2020-03-03,New Zealand,1,0,0,1,Western Pacific
2020-03-03,Russia,3,0,2,1,Europe
2020-03-03,US,73,7,7,59,Americas
2020-03-03,United Kingdom,189,0,8,181,Europe
2020-03-04,Australia,52,2,11,39,Western Pacific
2020-03-04,Canada,33,0,0,33,Americas
2020-03-04,China,80386,2983,48466,28937,Western Pacific
2020-03-04,France,288,4,12,272,Europe
2020-03-04,India,28,0,3,25,South-East Asia
2020-03-04,Italy,3089,107,276,2706,Europe
2020-03-04,New Zealand,3,0,0,3,Western Pacific
2020-03-04,Russia,3,0,2,1,Europe
2020-03-04,US,104,11,7,86,Americas
2020-03-04,United Kingdom,246,0,8,238,Europe
2020-03-05,Australia,55,2,21,32,Western Pacific
2020-03-05,Canada,37,0,0,37,Americas
2020-03-05,China,80537,3015,50749,26773,Western Pacific
2020-03-05,France,380,6,12,362,Europe
2020-03-05,India,30,0,3,27,South-East Asia
2020-03-05,Italy,3858,148,414,3296,Europe
2020-03-05,New Zealand,3,0,0,3,Western Pacific
2020-03-05,Russia,4,0,2,2,Europe
2020-03-05,US,174,12,7,155,Americas
2020-03-05,United Kingdom,295,0,8,287,Europe
2020-03-06,Australia,60,2,21,37,Western Pacific
2020-03-06,Canada,49,0,0,49,Americas
2020-03-06,China,80690,3044,52395,25251,Western Pacific
2020-03-06,France,656,9,12,635,Europe
2020-03-06,India,31,0,3,28,South-East Asia
2020-03-06,Italy,4636,197,523,3916,Europe
2020-03-06,New Zealand,4,0,0,4,Western Pacific
2020-03-06,Russia,13,0,2,11,Europe
2020-03-06,US,222,14,7,201,Americas
2020-03-06,United Kingdom,374,1,8,365,Europe
2020-03-07,Australia,63,2,21,40,Western Pacific
2020-03-07,Canada,54,0,0,54,Americas
2020-03-07,China,80770,3072,53988,23710,Western Pacific
2020-03-07,France,959,11,12,936,Europe
2020-03-07,India,34,0,3,31,South-East Asia
2020-03-07,Italy,5883,233,589,5061,Europe
2020-03-07,New Zealand,5,0,0,5,Western Pacific
2020-03-07,Russia,13,0,2,11,Europe
2020-03-07,US,337,17,7,313,Americas
2020-03-07,United Kingdom,429,2,18,409,Europe
2020-03-08,Australia,76,3,21,52,Western Pacific
2020-03-08,Canada,64,0,0,64,Americas
2020-03-08,China,80823,3100,55834,21889,Western Pacific
2020-03-08,France,1136,19,12,1105,Europe
2020-03-08,India,39,0,3,36,South-East Asia
2020-03-08,Italy,7375,366,622,6387,Europe
2020-03-08,New Zealand,5,0,0,5,Western Pacific
2020-03-08,Russia,17,0,3,14,Europe
2020-03-08,US,451,21,7,423,Americas
2020-03-08,United Kingdom,483,2,18,463,Europe
2020-03-09,Australia,91,3,21,67,Western Pacific
2020-03-09,Canada,77,1,0,76,Americas
2020-03-09,China,80860,3123,57250,20487,Western Pacific
2020-03-09,France,1219,19,12,1188,Europe
2020-03-09,India,43,0,3,40,South-East Asia
2020-03-09,Italy,9172,463,724,7985,Europe
2020-03-09,New Zealand,5,0,0,5,Western Pacific
2020-03-09,Russia,17,0,3,14,Europe
2020-03-09,US,519,22,7,490,Americas
2020-03-09,United Kingdom,630,3,18,609,Europe
2020-03-10,Australia,107,3,21,83,Western Pacific
2020-03-10,Canada,79,1,0,78,Americas
2020-03-10,China,80887,3139,58627,19121,Western Pacific
2020-03-10,France,1794,33,12,1749,Europe
2020-03-10,India,56,0,4,52,South-East Asia
2020-03-10,Italy,10149,631,724,8794,Europe
2020-03-10,New Zealand,5,0,0,5,Western Pacific
2020-03-10,Russia,20,0,3,17,Europe
2020-03-10,US,711,28,8,675,Americas
2020-03-10,United Kingdom,889,7,19,863,Europe
2020-03-11,Australia,128,3,21,104,Western Pacific
2020-03-11,Canada,108,1,0,107,Americas
2020-03-11,China,80921,3161,60088,17672,Western Pacific
2020-03-11,France,2293,48,12,2233,Europe
2020-03-11,India,62,1,4,57,South-East Asia
2020-03-11,Italy,12462,827,1045,10590,Europe
2020-03-11,New Zealand,5,0,0,5,Western Pacific
2020-03-11,Russia,20,0,3,17,Europe
2020-03-11,US,1109,33,8,1068,Americas
2020-03-11,United Kingdom,1301,7,19,1275,Europe
2020-03-12,Australia,128,3,21,104,Western Pacific
2020-03-12,Canada,117,1,0,116,Americas
2020-03-12,China,80932,3172,61344,16416,Western Pacific
2020-03-12,France,2293,48,12,2233,Europe
2020-03-12,India,73,1,4,68,South-East Asia
2020-03-12,Italy,15113,1016,1045,13052,Europe
2020-03-12,New Zealand,5,0,0,5,Western Pacific
2020-03-12,Russia,28,0,3,25,Europe
2020-03-12,US,1561,43,12,1506,Americas
2020-03-12,United Kingdom,1790,9,19,1762,Europe
2020-03-13,Australia,200,3,23,174,Western Pacific
2020-03-13,Canada,191,1,0,190,Americas
2020-03-13,China,80945,3180,62637,15128,Western Pacific
2020-03-13,France,3681,79,12,3590,Europe
2020-03-13,India,82,2,4,76,South-East Asia
2020-03-13,Italy,17660,1266,1439,14955,Europe
2020-03-13,New Zealand,5,0,0,5,Western Pacific
2020-03-13,Russia,45,0,3,42,Europe
2020-03-13,US,2157,52,12,2093,Americas
2020-03-13,United Kingdom,2270,10,19,2241,Europe
2020-03-14,Australia,250,3,23,224,Western Pacific
2020-03-14,Canada,196,1,0,195,Americas
2020-03-14,China,80977,3193,64100,13684,Western Pacific
2020-03-14,France,4496,91,12,4393,Europe
2020-03-14,India,102,2,4,96,South-East Asia
2020-03-14,Italy,21157,1441,1966,17750,Europe
2020-03-14,New Zealand,6,0,0,6,Western Pacific
2020-03-14,Russia,59,0,8,51,Europe
2020-03-14,US,2870,58,12,2800,Americas
2020-03-14,United Kingdom,2634,28,19,2587,Europe
2020-03-15,Australia,297,3,23,271,Western Pacific
2020-03-15,Canada,250,1,0,249,Americas
2020-03-15,China,81003,3203,65457,12343,Western Pacific
2020-03-15,France,4532,91,12,4429,Europe
2020-03-15,India,113,2,13,98,South-East Asia
2020-03-15,Italy,24747,1809,2335,20603,Europe
2020-03-15,New Zealand,8,0,0,8,Western Pacific
2020-03-15,Russia,63,0,8,55,Europe
2020-03-15,US,2968,70,12,2886,Americas
2020-03-15,United Kingdom,3077,43,19,3015,Europe
2020-03-16,Australia,377,3,23,351,Western Pacific
2020-03-16,Canada,413,4,0,409,Americas
2020-03-16,China,81033,3217,66350,11466,Western Pacific
2020-03-16,France,6683,149,12,6522,Europe
2020-03-16,India,119,2,13,104,South-East Asia
2020-03-16,Italy,27980,2158,2749,23073,Europe
2020-03-16,New Zealand,8,0,0,8,Western Pacific
2020-03-16,Russia,90,0,8,82,Europe
2020-03-16,US,4360,97,17,4246,Americas
2020-03-16,United Kingdom,3692,66,21,3605,Europe
2020-03-17,Australia,452,5,23,424,Western Pacific
2020-03-17,Canada,470,5,0,465,Americas
2020-03-17,China,81058,3230,67238,10590,Western Pacific
2020-03-17,France,7715,149,12,7554,Europe
2020-03-17,India,142,3,14,125,South-East Asia
2020-03-17,Italy,31506,2503,2941,26062,Europe
2020-03-17,New Zealand,12,0,0,12,Western Pacific
2020-03-17,Russia,114,0,8,106,Europe
2020-03-17,US,6141,131,17,5993,Americas
2020-03-17,United Kingdom,4462,82,53,4327,Europe
2020-03-18,Australia,568,6,23,539,Western Pacific
2020-03-18,Canada,648,8,0,640,Americas
2020-03-18,China,81102,3241,68195,9666,Western Pacific
2020-03-18,France,9124,149,12,8963,Europe
2020-03-18,India,156,3,14,139,South-East Asia
2020-03-18,Italy,35713,2978,4025,28710,Europe
2020-03-18,New Zealand,20,0,0,20,Western Pacific
2020-03-18,Russia,147,0,8,139,Europe
2020-03-18,US,8917,188,105,8624,Americas
2020-03-18,United Kingdom,5467,116,67,5284,Europe
